l:0,┄┄total┄cpu┄usage┄┄,┄dsk/total┄,┄net/total┄,┄┄┄paging┄┄,┄┄┄┄┄┄memory┄usage┄┄┄┄┄,┄┄┄system┄┄,┄┄┄procs┄┄┄,┄┄┄load┄avg┄┄┄,┄┄┄┄┄system┄┄┄┄,node25-020.cm.cluster,07-04-2023,14:29:46
l:1,usr,sys,idl,wai,stl,read,writ,recv,send,in,out,used,free,cach,avai,int,csw,run,blk,new,1m,5m,15m,time,node25-020.cm.cluster,07-04-2023,14:29:46
l:2,42,4,54,0,0,600000,1477000,0,0,16,280,3131000000,116000000000,4713000000,122000000000,6190,2342,0,0,2.7,0,0.01,0.05,Apr-07,14:29:46,node25-020.cm.cluster,07-04-2023,14:29:46
l:3,0,0,100,0,0,0,0,115000,77376,0,0,3131000000,116000000000,4713000000,122000000000,291,243,0,0,3.0,0,0.01,0.05,Apr-07,14:29:47,node25-020.cm.cluster,07-04-2023,14:29:47
l:4,0,0,100,0,0,0,197000,124000,22080,0,0,3131000000,116000000000,4713000000,122000000000,274,252,0,0,0,0,0.01,0.05,Apr-07,14:29:48,node25-020.cm.cluster,07-04-2023,14:29:48
l:5,0,0,100,0,0,0,0,100000,22080,0,0,3131000000,116000000000,4713000000,122000000000,270,261,0,0,3.0,0,0.01,0.05,Apr-07,14:29:49,node25-020.cm.cluster,07-04-2023,14:29:49
l:6,0,0,100,0,0,0,0,139000,22080,0,0,3131000000,116000000000,4713000000,122000000000,426,396,0,0,3.0,0,0.01,0.05,Apr-07,14:29:50,node25-020.cm.cluster,07-04-2023,14:29:50
l:7,0,0,100,0,0,0,0,111000,22080,0,0,3131000000,116000000000,4713000000,122000000000,304,280,0,0,3.0,0,0.01,0.05,Apr-07,14:29:51,node25-020.cm.cluster,07-04-2023,14:29:51
l:8,0,0,100,0,0,0,0,109000,22080,0,0,3131000000,116000000000,4713000000,122000000000,304,269,0,0,3.0,0,0.01,0.05,Apr-07,14:29:52,node25-020.cm.cluster,07-04-2023,14:29:52
l:9,0,0,100,0,0,0,0,133000,22080,0,0,3132000000,116000000000,4713000000,122000000000,293,276,0,0,0,0,0.01,0.05,Apr-07,14:29:53,node25-020.cm.cluster,07-04-2023,14:29:53
l:10,0,0,100,0,0,0,623000,88000,22080,0,0,3132000000,116000000000,4713000000,122000000000,335,341,0,0,3.0,0,0.01,0.05,Apr-07,14:29:54,node25-020.cm.cluster,07-04-2023,14:29:54
l:11,0,0,100,0,0,0,0,100000,30528,0,0,3132000000,116000000000,4713000000,122000000000,262,238,0,0,3.0,0,0.01,0.05,Apr-07,14:29:55,node25-020.cm.cluster,07-04-2023,14:29:55
