l:0,┄┄total┄cpu┄usage┄┄,┄dsk/total┄,┄net/total┄,┄┄┄paging┄┄,┄┄┄┄┄┄memory┄usage┄┄┄┄┄,┄┄┄system┄┄,┄┄┄procs┄┄┄,┄┄┄load┄avg┄┄┄,┄┄┄┄┄system┄┄┄┄,node25-004.cm.cluster,07-04-2023,14:29:46
l:1,usr,sys,idl,wai,stl,read,writ,recv,send,in,out,used,free,cach,avai,int,csw,run,blk,new,1m,5m,15m,time,node25-004.cm.cluster,07-04-2023,14:29:46
l:2,42,1,57,0,0,3073000,3349000,0,0,1672,11832,2506000000,118000000000,4715000000,123000000000,4597,2648,0,0,2.7,0,0.02,0.07,Apr-07,14:29:46,node25-004.cm.cluster,07-04-2023,14:29:46
l:3,0,0,100,0,0,0,0,129000,77376,0,0,2507000000,118000000000,4715000000,123000000000,325,294,0,0,3.0,0,0.02,0.07,Apr-07,14:29:47,node25-004.cm.cluster,07-04-2023,14:29:47
l:4,0,0,100,0,0,0,0,114000,22080,0,0,2507000000,118000000000,4715000000,123000000000,249,223,0,0,3.0,0,0.02,0.07,Apr-07,14:29:48,node25-004.cm.cluster,07-04-2023,14:29:48
l:5,0,0,100,0,0,0,0,102000,22080,0,0,2511000000,118000000000,4715000000,123000000000,352,316,0,0,3.0,0,0.02,0.07,Apr-07,14:29:49,node25-004.cm.cluster,07-04-2023,14:29:49
l:6,0,0,100,0,0,0,295000,134000,24768,0,0,2511000000,118000000000,4715000000,123000000000,333,314,0,0,0,0,0.02,0.07,Apr-07,14:29:50,node25-004.cm.cluster,07-04-2023,14:29:50
l:7,0,0,100,0,0,0,0,115000,44608,0,0,2511000000,118000000000,4715000000,123000000000,309,276,0,0,3.0,0,0.02,0.07,Apr-07,14:29:51,node25-004.cm.cluster,07-04-2023,14:29:51
l:8,0,0,100,0,0,0,0,121000,22080,0,0,2511000000,118000000000,4715000000,123000000000,274,266,0,0,3.0,0,0.02,0.07,Apr-07,14:29:52,node25-004.cm.cluster,07-04-2023,14:29:52
l:9,0,0,100,0,0,0,0,124000,22080,0,0,2511000000,118000000000,4715000000,123000000000,378,368,0,0,3.0,0,0.02,0.07,Apr-07,14:29:53,node25-004.cm.cluster,07-04-2023,14:29:53
l:10,0,0,100,0,0,0,0,88000,22080,0,0,2511000000,118000000000,4715000000,123000000000,233,242,0,0,3.0,0,0.02,0.07,Apr-07,14:29:54,node25-004.cm.cluster,07-04-2023,14:29:54
l:11,0,0,100,0,0,0,0,103000,22080,0,0,2511000000,118000000000,4715000000,123000000000,244,240,0,0,0,0,0.02,0.07,Apr-07,14:29:55,node25-004.cm.cluster,07-04-2023,14:29:55
l:12,0,0,100,0,0,0,0,128000,22080,0,0,2511000000,118000000000,4715000000,123000000000,332,306,0,0,3.0,0,0.02,0.07,Apr-07,14:29:56,node25-004.cm.cluster,07-04-2023,14:29:56
l:13,0,0,100,0,0,0,0,93000,22080,0,0,2511000000,118000000000,4715000000,123000000000,302,313,0,0,3.0,0,0.02,0.07,Apr-07,14:29:57,node25-004.cm.cluster,07-04-2023,14:29:57
l:14,0,0,100,0,0,0,0,109000,22080,0,0,2511000000,118000000000,4715000000,123000000000,267,261,0,0,3.0,0,0.02,0.07,Apr-07,14:29:58,node25-004.cm.cluster,07-04-2023,14:29:58
l:15,0,0,100,0,0,0,0,90000,22080,0,0,2511000000,118000000000,4715000000,123000000000,264,246,0,0,3.0,0,0.02,0.07,Apr-07,14:29:59,node25-004.cm.cluster,07-04-2023,14:29:59
