l:0,┄┄total┄cpu┄usage┄┄,┄dsk/total┄,┄net/total┄,┄┄┄paging┄┄,┄┄┄┄┄┄memory┄usage┄┄┄┄┄,┄┄┄system┄┄,┄┄┄procs┄┄┄,┄┄┄load┄avg┄┄┄,┄┄┄┄┄system┄┄┄┄,node26-008.cm.cluster,07-04-2023,14:29:46
l:1,usr,sys,idl,wai,stl,read,writ,recv,send,in,out,used,free,cach,avai,int,csw,run,blk,new,1m,5m,15m,time,node26-008.cm.cluster,07-04-2023,14:29:46
l:2,36,4,60,0,0,1155000,3169000,0,0,24,80,2596000000,44000000000.0,78500000000.0,122000000000,5555,17000,0,0,2.6,0.01,0.02,0.05,Apr-07,14:29:46,node26-008.cm.cluster,07-04-2023,14:29:46
l:3,0,0,100,0,0,0,0,129000,77376,0,0,2596000000,44000000000.0,78500000000.0,122000000000,380,401,0,0,3.0,0.01,0.02,0.05,Apr-07,14:29:47,node26-008.cm.cluster,07-04-2023,14:29:47
l:4,0,0,100,0,0,0,819000,114000,22080,0,0,2597000000,44000000000.0,78500000000.0,122000000000,313,303,0,0,3.0,0.01,0.02,0.05,Apr-07,14:29:48,node26-008.cm.cluster,07-04-2023,14:29:48
l:5,0,0,100,0,0,0,0,100000,22080,0,0,2597000000,44000000000.0,78500000000.0,122000000000,256,254,0,0,3.0,0.01,0.02,0.05,Apr-07,14:29:49,node26-008.cm.cluster,07-04-2023,14:29:49
l:6,0,0,100,0,0,0,66000,134000,26304,0,0,2597000000,44000000000.0,78500000000.0,122000000000,334,304,0,0,0,0.01,0.02,0.05,Apr-07,14:29:50,node26-008.cm.cluster,07-04-2023,14:29:50
l:7,0,0,100,0,0,0,0,112000,26304,0,0,2597000000,44000000000.0,78500000000.0,122000000000,348,358,0,0,3.0,0.01,0.02,0.05,Apr-07,14:29:51,node26-008.cm.cluster,07-04-2023,14:29:51
l:8,0,0,100,0,0,0,0,123000,22080,0,0,2597000000,44000000000.0,78500000000.0,122000000000,326,282,0,0,3.0,0.01,0.02,0.05,Apr-07,14:29:52,node26-008.cm.cluster,07-04-2023,14:29:52
l:9,0,0,100,0,0,0,0,124000,22080,0,0,2597000000,44000000000.0,78500000000.0,122000000000,322,292,0,0,3.0,0.01,0.02,0.05,Apr-07,14:29:53,node26-008.cm.cluster,07-04-2023,14:29:53
l:10,0,0,100,0,0,0,0,88000,22080,0,0,2597000000,44000000000.0,78500000000.0,122000000000,247,254,0,0,3.0,0.01,0.02,0.05,Apr-07,14:29:54,node26-008.cm.cluster,07-04-2023,14:29:54
l:11,0,0,100,0,0,0,0,103000,22080,0,0,2597000000,44000000000.0,78500000000.0,122000000000,289,324,0,0,0,0.01,0.02,0.05,Apr-07,14:29:55,node26-008.cm.cluster,07-04-2023,14:29:55
