l:0,┄┄total┄cpu┄usage┄┄,┄dsk/total┄,┄net/total┄,┄┄┄paging┄┄,┄┄┄┄┄┄memory┄usage┄┄┄┄┄,┄┄┄system┄┄,┄┄┄procs┄┄┄,┄┄┄load┄avg┄┄┄,┄┄┄┄┄system┄┄┄┄,node25-015.cm.cluster,07-04-2023,14:29:46
l:1,usr,sys,idl,wai,stl,read,writ,recv,send,in,out,used,free,cach,avai,int,csw,run,blk,new,1m,5m,15m,time,node25-015.cm.cluster,07-04-2023,14:29:46
l:2,42,4,54,0,0,2893000,2361000,0,0,0,48,2438000000,95500000000.0,27500000000.0,123000000000,5423,2694,0,0,2.7,0,0.01,0.05,Apr-07,14:29:46,node25-015.cm.cluster,07-04-2023,14:29:46
l:3,0,0,99,0,0,0,0,138000,198000,0,0,2441000000,95500000000.0,27500000000.0,123000000000,2489,4001,0,0,3.0,0,0.01,0.05,Apr-07,14:29:47,node25-015.cm.cluster,07-04-2023,14:29:47
l:4,0,0,100,0,0,0,0,117000,44608,0,0,2440000000,95500000000.0,27500000000.0,123000000000,1154,3103,0,0,0,0,0.01,0.05,Apr-07,14:29:48,node25-015.cm.cluster,07-04-2023,14:29:48
l:5,0,0,100,0,0,0,0,100000,22080,0,0,2440000000,95500000000.0,27500000000.0,123000000000,269,245,0,0,3.0,0,0.01,0.05,Apr-07,14:29:49,node25-015.cm.cluster,07-04-2023,14:29:49
l:6,0,0,100,0,0,0,0,134000,22080,0,0,2440000000,95500000000.0,27500000000.0,123000000000,396,359,0,0,3.0,0,0.01,0.05,Apr-07,14:29:50,node25-015.cm.cluster,07-04-2023,14:29:50
l:7,0,0,100,0,0,0,0,111000,22080,0,0,2440000000,95500000000.0,27500000000.0,123000000000,290,239,0,0,3.0,0,0.01,0.05,Apr-07,14:29:51,node25-015.cm.cluster,07-04-2023,14:29:51
l:8,0,0,100,0,0,0,0,124000,24768,0,0,2440000000,95500000000.0,27500000000.0,123000000000,277,243,0,0,3.0,0,0.01,0.05,Apr-07,14:29:52,node25-015.cm.cluster,07-04-2023,14:29:52
l:9,0,0,100,0,0,0,0,124000,22080,0,0,2440000000,95500000000.0,27500000000.0,123000000000,263,225,0,0,0,0,0.01,0.05,Apr-07,14:29:53,node25-015.cm.cluster,07-04-2023,14:29:53
l:10,0,0,100,0,0,0,0,88000,22080,0,0,2440000000,95500000000.0,27500000000.0,123000000000,244,283,0,0,3.0,0,0.01,0.05,Apr-07,14:29:54,node25-015.cm.cluster,07-04-2023,14:29:54
l:11,0,0,100,0,0,0,295000,103000,22080,0,0,2440000000,95500000000.0,27500000000.0,123000000000,251,225,0,0,3.0,0,0.01,0.05,Apr-07,14:29:55,node25-015.cm.cluster,07-04-2023,14:29:55
l:12,0,0,100,0,0,0,0,128000,22080,0,0,2440000000,95500000000.0,27500000000.0,123000000000,302,290,0,0,3.0,0,0.01,0.05,Apr-07,14:29:56,node25-015.cm.cluster,07-04-2023,14:29:56
l:13,0,0,100,0,0,0,0,93000,22080,0,0,2441000000,95500000000.0,27500000000.0,123000000000,248,243,0,0,3.0,0,0.01,0.05,Apr-07,14:29:57,node25-015.cm.cluster,07-04-2023,14:29:57
l:14,0,0,100,0,0,0,0,104000,22080,0,0,2440000000,95500000000.0,27500000000.0,123000000000,293,333,0,0,0,0,0.01,0.05,Apr-07,14:29:58,node25-015.cm.cluster,07-04-2023,14:29:58
l:15,0,0,100,0,0,0,0,90000,22080,0,0,2440000000,95500000000.0,27500000000.0,123000000000,252,265,0,0,3.0,0,0.01,0.05,Apr-07,14:29:59,node25-015.cm.cluster,07-04-2023,14:29:59
l:16,0,0,100,0,0,0,0,81000,22080,0,0,2440000000,95500000000.0,27500000000.0,123000000000,227,233,0,0,3.0,0,0.01,0.05,Apr-07,14:30:00,node25-015.cm.cluster,07-04-2023,14:30:00
l:17,0,0,100,0,0,0,0,100000,22080,0,0,2440000000,95500000000.0,27500000000.0,123000000000,254,250,0,0,3.0,0,0.01,0.05,Apr-07,14:30:01,node25-015.cm.cluster,07-04-2023,14:30:01
l:18,0,0,100,0,0,0,0,101000,30528,0,0,2440000000,95500000000.0,27500000000.0,123000000000,299,341,0,0,3.0,0,0.01,0.05,Apr-07,14:30:02,node25-015.cm.cluster,07-04-2023,14:30:02
l:19,0,0,100,0,0,0,0,104000,51904,0,0,2440000000,95500000000.0,27500000000.0,123000000000,270,276,0,0,0,0,0.01,0.05,Apr-07,14:30:03,node25-015.cm.cluster,07-04-2023,14:30:03
l:20,0,0,100,0,0,0,0,95000,22080,0,0,2440000000,95500000000.0,27500000000.0,123000000000,226,241,0,0,3.0,0,0.01,0.05,Apr-07,14:30:04,node25-015.cm.cluster,07-04-2023,14:30:04
l:21,0,0,100,0,0,0,0,119000,22080,0,0,2440000000,95500000000.0,27500000000.0,123000000000,281,251,0,0,3.0,0,0.01,0.05,Apr-07,14:30:05,node25-015.cm.cluster,07-04-2023,14:30:05
l:22,2,2,96,0,0,0,0,652000,271000,0,0,3020000000,94900000000.0,27500000000.0,122000000000,14000,40000,7.0,0,142,0,0.01,0.05,Apr-07,14:30:06,node25-015.cm.cluster,07-04-2023,14:30:06
l:23,38,8,55,0,0,0,0,142000,37000,0,0,3234000000,94700000000.0,27500000000.0,122000000000,37000,389000,18,0,849,1.44,0.31,0.14,Apr-07,14:30:07,node25-015.cm.cluster,07-04-2023,14:30:07
l:24,39,11,50,0,0,0,33000,100000,22080,0,0,3234000000,94700000000.0,27500000000.0,122000000000,41000,576000,25,0,0,1.44,0.31,0.14,Apr-07,14:30:08,node25-015.cm.cluster,07-04-2023,14:30:08
l:25,37,13,50,0,0,0,0,112000,22080,0,0,3234000000,94700000000.0,27500000000.0,122000000000,44000,657000,18,0,3.0,1.44,0.31,0.14,Apr-07,14:30:09,node25-015.cm.cluster,07-04-2023,14:30:09
l:26,38,12,50,0,0,0,0,115000,22080,0,0,3233000000,94700000000.0,27500000000.0,122000000000,42000,596000,18,0,3.0,1.44,0.31,0.14,Apr-07,14:30:10,node25-015.cm.cluster,07-04-2023,14:30:10
l:27,38,11,50,0,0,0,0,108000,27840,0,0,3233000000,94700000000.0,27500000000.0,122000000000,42000,602000,18,0,3.0,1.44,0.31,0.14,Apr-07,14:30:11,node25-015.cm.cluster,07-04-2023,14:30:11
l:28,38,12,50,0,0,0,131000,90000,22080,0,0,3233000000,94700000000.0,27500000000.0,122000000000,43000,623000,52,0,3.0,2.77,0.61,0.24,Apr-07,14:30:12,node25-015.cm.cluster,07-04-2023,14:30:12
l:29,38,12,50,0,0,0,0,101000,22080,0,0,3233000000,94700000000.0,27500000000.0,122000000000,42000,601000,18,0,0,2.77,0.61,0.24,Apr-07,14:30:13,node25-015.cm.cluster,07-04-2023,14:30:13
l:30,38,12,50,0,0,0,0,103000,22080,0,0,3233000000,94700000000.0,27500000000.0,122000000000,42000,600000,18,0,3.0,2.77,0.61,0.24,Apr-07,14:30:14,node25-015.cm.cluster,07-04-2023,14:30:14
l:31,27,8,65,0,0,0,229000,157000,89000,0,0,2462000000,95500000000.0,27500000000.0,123000000000,34000,406000,0,0,6.0,2.77,0.61,0.24,Apr-07,14:30:15,node25-015.cm.cluster,07-04-2023,14:30:15
l:32,0,0,100,0,0,0,0,107000,37696,0,0,2454000000,95500000000.0,27500000000.0,123000000000,296,332,0,0,3.0,2.77,0.61,0.24,Apr-07,14:30:16,node25-015.cm.cluster,07-04-2023,14:30:16
l:33,0,0,100,0,0,0,426000,109000,30528,0,0,2452000000,95500000000.0,27500000000.0,123000000000,302,287,0,0,3.0,2.55,0.60,0.24,Apr-07,14:30:17,node25-015.cm.cluster,07-04-2023,14:30:17
l:34,0,0,100,0,0,0,0,127000,22080,0,0,2451000000,95500000000.0,27500000000.0,123000000000,338,369,0,0,0,2.55,0.60,0.24,Apr-07,14:30:18,node25-015.cm.cluster,07-04-2023,14:30:18
l:35,0,0,100,0,0,0,0,114000,22080,0,0,2451000000,95500000000.0,27500000000.0,123000000000,313,306,0,0,3.0,2.55,0.60,0.24,Apr-07,14:30:19,node25-015.cm.cluster,07-04-2023,14:30:19
l:36,0,0,100,0,0,0,0,105000,22080,0,0,2451000000,95500000000.0,27500000000.0,123000000000,264,269,0,0,3.0,2.55,0.60,0.24,Apr-07,14:30:20,node25-015.cm.cluster,07-04-2023,14:30:20
l:37,0,0,100,0,0,0,0,128000,22080,0,0,2451000000,95500000000.0,27500000000.0,123000000000,317,294,0,0,3.0,2.55,0.60,0.24,Apr-07,14:30:21,node25-015.cm.cluster,07-04-2023,14:30:21
l:38,0,0,100,0,0,0,0,93000,22080,0,0,2451000000,95500000000.0,27500000000.0,123000000000,290,339,0,0,3.0,2.34,0.59,0.23,Apr-07,14:30:22,node25-015.cm.cluster,07-04-2023,14:30:22
l:39,0,0,100,0,0,0,0,94000,44608,0,0,2451000000,95500000000.0,27500000000.0,123000000000,245,234,0,0,0,2.34,0.59,0.23,Apr-07,14:30:23,node25-015.cm.cluster,07-04-2023,14:30:23
l:40,0,0,100,0,0,0,0,91000,22080,0,0,2450000000,95500000000.0,27500000000.0,123000000000,239,254,0,0,3.0,2.34,0.59,0.23,Apr-07,14:30:24,node25-015.cm.cluster,07-04-2023,14:30:24
l:41,0,0,100,0,0,0,623000,104000,22080,0,0,2450000000,95500000000.0,27500000000.0,123000000000,288,284,0,0,3.0,2.34,0.59,0.23,Apr-07,14:30:25,node25-015.cm.cluster,07-04-2023,14:30:25
l:42,0,0,100,0,0,0,0,81000,22080,0,0,2450000000,95500000000.0,27500000000.0,123000000000,271,319,0,0,3.0,2.34,0.59,0.23,Apr-07,14:30:26,node25-015.cm.cluster,07-04-2023,14:30:26
l:43,0,0,100,0,0,0,0,91000,22080,0,0,2450000000,95500000000.0,27500000000.0,123000000000,259,259,0,0,3.0,2.16,0.58,0.23,Apr-07,14:30:27,node25-015.cm.cluster,07-04-2023,14:30:27
l:44,0,0,100,0,0,0,0,86000,22080,0,0,2450000000,95500000000.0,27500000000.0,123000000000,227,230,0,0,0,2.16,0.58,0.23,Apr-07,14:30:28,node25-015.cm.cluster,07-04-2023,14:30:28
l:45,0,0,100,0,0,0,0,91000,22080,0,0,2450000000,95500000000.0,27500000000.0,123000000000,260,280,0,0,3.0,2.16,0.58,0.23,Apr-07,14:30:29,node25-015.cm.cluster,07-04-2023,14:30:29
l:46,0,0,100,0,0,0,0,92000,22080,0,0,2450000000,95500000000.0,27500000000.0,123000000000,306,343,0,0,3.0,2.16,0.58,0.23,Apr-07,14:30:30,node25-015.cm.cluster,07-04-2023,14:30:30
