l:0,┄┄total┄cpu┄usage┄┄,┄dsk/total┄,┄┄net/eno1┄,┄┄net/ib0┄┄,┄┄┄paging┄┄,┄┄┄┄┄┄memory┄usage┄┄┄┄┄,┄┄┄system┄┄,┄┄┄procs┄┄┄,┄┄┄load┄avg┄┄┄,┄┄┄┄┄system┄┄┄┄,node27-010.cm.cluster,16-04-2023,13:24:20
l:1,usr,sys,idl,wai,stl,read,writ,recv,send,recv,send,in,out,used,free,cach,avai,int,csw,run,blk,new,1m,5m,15m,time,node27-010.cm.cluster,16-04-2023,13:24:20
l:2,41,5,54,0,0,362000,3312000,0,0,0,0,776,2600,2516000000,88500000000.0,34200000000.000004,123000000000,5805,3071,0,0,2.5,0.24,0.14,1.45,Apr-16,13:24:20,node27-010.cm.cluster,16-04-2023,13:24:20
l:3,0,0,100,0,0,0,0,289000,34000,0,0,0,0,2518000000,88500000000.0,34200000000.000004,123000000000,486,386,0,0,3.0,0.24,0.14,1.45,Apr-16,13:24:21,node27-010.cm.cluster,16-04-2023,13:24:21
l:4,0,0,100,0,0,0,0,86000,8448,0,0,0,0,2518000000,88500000000.0,34200000000.000004,123000000000,175,161,0,0,0,0.24,0.14,1.45,Apr-16,13:24:22,node27-010.cm.cluster,16-04-2023,13:24:22
l:5,0,0,100,0,0,0,98000,118000,8448,0,0,0,0,2518000000,88500000000.0,34200000000.000004,123000000000,269,208,0,0,3.0,0.24,0.14,1.45,Apr-16,13:24:23,node27-010.cm.cluster,16-04-2023,13:24:23
l:6,0,0,100,0,0,0,0,159000,61440,0,0,0,0,2519000000,88500000000.0,34200000000.000004,123000000000,362,312,0,0,3.0,0.24,0.14,1.45,Apr-16,13:24:24,node27-010.cm.cluster,16-04-2023,13:24:24
l:7,0,0,100,0,0,0,0,107000,52000,0,0,0,0,2520000000,88500000000.0,34200000000.000004,123000000000,243,248,0,0,3.0,0.22,0.14,1.44,Apr-16,13:24:25,node27-010.cm.cluster,16-04-2023,13:24:25
l:8,0,0,100,0,0,0,0,129000,8448,0,0,0,0,2520000000,88500000000.0,34200000000.000004,123000000000,243,194,0,0,3.0,0.22,0.14,1.44,Apr-16,13:24:26,node27-010.cm.cluster,16-04-2023,13:24:26
l:9,0,1,99,0,0,0,0,126000,189000,0,0,0,0,2519000000,88500000000.0,34200000000.000004,123000000000,2867,5231,0,0,0,0.22,0.14,1.44,Apr-16,13:24:27,node27-010.cm.cluster,16-04-2023,13:24:27
l:10,0,0,100,0,0,0,0,101000,43776,0,0,0,0,2518000000,88500000000.0,34200000000.000004,123000000000,873,2414,0,0,3.0,0.22,0.14,1.44,Apr-16,13:24:28,node27-010.cm.cluster,16-04-2023,13:24:28
l:11,0,0,100,0,0,0,0,99000,26112,0,0,0,0,2518000000,88500000000.0,34200000000.000004,123000000000,259,189,0,0,3.0,0.22,0.14,1.44,Apr-16,13:24:29,node27-010.cm.cluster,16-04-2023,13:24:29
l:12,0,0,100,0,0,0,0,116000,116000,0,0,0,0,2518000000,88500000000.0,34200000000.000004,123000000000,265,209,0,0,3.0,0.20,0.14,1.43,Apr-16,13:24:30,node27-010.cm.cluster,16-04-2023,13:24:30
