l:0,┄┄total┄cpu┄usage┄┄,┄dsk/total┄,┄net/total┄,┄┄┄paging┄┄,┄┄┄┄┄┄memory┄usage┄┄┄┄┄,┄┄┄system┄┄,┄┄┄procs┄┄┄,┄┄┄load┄avg┄┄┄,┄┄┄┄┄system┄┄┄┄,node29-016.cm.cluster,13-04-2023,18:43:53
l:1,usr,sys,idl,wai,stl,read,writ,recv,send,in,out,used,free,cach,avai,int,csw,run,blk,new,1m,5m,15m,time,node29-016.cm.cluster,13-04-2023,18:43:53
l:2,34,4,61,0,0,2354000,1865000,0,0,0,0,2543000000,115000000000,7784000000,122000000000,5010,1722,0,0,2,0,5,5,Apr-13,18:43:53,0,13-04-2023,18:43:53
l:3,0,0,100,0,0,0,0,76000,77376,0,0,2543000000,115000000000,7784000000,122000000000,264,272,0,0,0,0,5,5,Apr-13,18:43:54,0,13-04-2023,18:43:54
l:4,0,0,100,0,0,0,0,103000,22080,0,0,2543000000,115000000000,7784000000,122000000000,274,232,0,0,3,0,5,5,Apr-13,18:43:55,0,13-04-2023,18:43:55
l:5,0,0,100,0,0,0,66000,79000,22080,0,0,2549000000,115000000000,7784000000,122000000000,231,198,0,0,3,0,5,5,Apr-13,18:43:56,0,13-04-2023,18:43:56
l:6,1,0,99,0,0,0,0,136000,18000,0,0,2552000000,115000000000,7784000000,122000000000,880,475,0,0,13,0,5,5,Apr-13,18:43:57,0,13-04-2023,18:43:57
l:7,0,0,100,0,0,0,0,101000,26304,0,0,2552000000,115000000000,7784000000,122000000000,333,312,0,0,3,0,5,5,Apr-13,18:43:58,0,13-04-2023,18:43:58
l:8,0,0,100,0,0,0,0,91000,22080,0,0,2552000000,115000000000,7784000000,122000000000,199,186,0,0,0,0,5,5,Apr-13,18:43:59,0,13-04-2023,18:43:59
l:9,0,0,100,0,0,0,0,100000,22080,0,0,2552000000,115000000000,7784000000,122000000000,247,211,0,0,3,0,5,5,Apr-13,18:44:00,0,13-04-2023,18:44:00
l:10,0,0,100,0,0,0,98000,100000,22080,0,0,2552000000,115000000000,7784000000,122000000000,247,218,0,0,3,0,5,5,Apr-13,18:44:01,0,13-04-2023,18:44:01
l:11,0,0,100,0,0,0,950000,100000,51904,0,0,2552000000,115000000000,7784000000,122000000000,318,317,0,0,3,0,5,5,Apr-13,18:44:02,0,13-04-2023,18:44:02
l:12,0,0,100,0,0,0,0,105000,30528,0,0,2552000000,115000000000,7784000000,122000000000,249,226,0,0,3,0,5,5,Apr-13,18:44:03,0,13-04-2023,18:44:03
l:13,0,0,100,0,0,0,0,142000,22080,0,0,2552000000,115000000000,7784000000,122000000000,271,230,0,0,0,0,5,5,Apr-13,18:44:04,0,13-04-2023,18:44:04
l:14,0,0,100,0,0,0,0,133000,22080,0,0,2552000000,115000000000,7784000000,122000000000,295,252,0,0,3,0,5,5,Apr-13,18:44:05,0,13-04-2023,18:44:05
l:15,0,0,100,0,0,0,0,133000,22080,0,0,2552000000,115000000000,7784000000,122000000000,356,328,0,0,3,0,5,5,Apr-13,18:44:06,0,13-04-2023,18:44:06
l:16,0,0,100,0,0,0,0,128000,22080,0,0,2552000000,115000000000,7784000000,122000000000,268,236,0,0,3,0,5,5,Apr-13,18:44:07,0,13-04-2023,18:44:07
l:17,0,0,100,0,0,0,0,128000,22080,0,0,2552000000,115000000000,7784000000,122000000000,297,255,0,0,3,0,5,5,Apr-13,18:44:08,0,13-04-2023,18:44:08
l:18,0,0,100,0,0,0,0,137000,22080,0,0,2552000000,115000000000,7784000000,122000000000,271,238,0,0,0,0,4,5,Apr-13,18:44:09,0,13-04-2023,18:44:09
l:19,0,0,100,0,0,0,0,102000,22080,0,0,2552000000,115000000000,7784000000,122000000000,285,276,0,0,3,0,4,5,Apr-13,18:44:10,0,13-04-2023,18:44:10
l:20,0,0,100,0,0,0,0,133000,22080,0,0,2552000000,115000000000,7784000000,122000000000,287,256,0,0,3,0,4,5,Apr-13,18:44:11,0,13-04-2023,18:44:11
l:21,0,0,100,0,0,0,0,140000,22080,0,0,2552000000,115000000000,7784000000,122000000000,300,244,0,0,3,0,4,5,Apr-13,18:44:12,0,13-04-2023,18:44:12
l:22,2,2,96,0,0,0,0,641000,276000,0,0,2825000000,115000000000,7792000000,122000000000,7074,27000,24,0,155,0,4,5,Apr-13,18:44:13,0,13-04-2023,18:44:13
l:23,55,13,32,0,0,0,0,107000,13000,0,0,0,101000000000,7793000000,108000000000,32000,17000,47,0,80,4,5,5,Apr-13,18:44:14,0,13-04-2023,18:44:14
