l:0,┄┄total┄cpu┄usage┄┄,┄dsk/total┄,┄net/total┄,┄┄┄paging┄┄,┄┄┄┄┄┄memory┄usage┄┄┄┄┄,┄┄┄system┄┄,┄┄┄procs┄┄┄,┄┄┄load┄avg┄┄┄,┄┄┄┄┄system┄┄┄┄,node29-001.cm.cluster,13-04-2023,18:40:07
l:1,usr,sys,idl,wai,stl,read,writ,recv,send,in,out,used,free,cach,avai,int,csw,run,blk,new,1m,5m,15m,time,node29-001.cm.cluster,13-04-2023,18:40:07
l:2,42,8,50,0,0,143000,670000,0,0,1328,8048,2567000000,116000000000,6494000000,123000000000,6591,2752,0,0,3,3,11,6,Apr-13,18:40:07,0,13-04-2023,18:40:07
l:3,0,0,100,0,0,0,0,268000,49000,0,0,2572000000,116000000000,6495000000,123000000000,468,546,0,0,3,3,11,6,Apr-13,18:40:08,0,13-04-2023,18:40:08
l:4,0,0,100,0,0,0,0,158000,35200,0,0,2572000000,116000000000,6495000000,123000000000,342,318,0,0,3,3,11,6,Apr-13,18:40:09,0,13-04-2023,18:40:09
l:5,0,0,100,0,0,0,0,155000,12672,0,0,2572000000,116000000000,6495000000,123000000000,296,268,0,0,3,3,11,6,Apr-13,18:40:10,0,13-04-2023,18:40:10
l:6,0,0,100,0,0,0,0,147000,79104,0,0,2572000000,116000000000,6495000000,123000000000,334,293,0,0,3,3,11,6,Apr-13,18:40:11,0,13-04-2023,18:40:11
l:7,0,0,100,0,0,0,0,117000,12672,0,0,2572000000,116000000000,6495000000,123000000000,275,302,0,0,0,3,11,6,Apr-13,18:40:12,0,13-04-2023,18:40:12
l:8,0,0,100,0,0,0,0,125000,12672,0,0,2572000000,116000000000,6495000000,123000000000,292,262,0,0,3,3,11,6,Apr-13,18:40:13,0,13-04-2023,18:40:13
l:9,0,0,100,0,0,0,0,172000,12672,0,0,2572000000,116000000000,6495000000,123000000000,356,296,0,0,3,3,11,6,Apr-13,18:40:14,0,13-04-2023,18:40:14
l:10,0,0,100,0,0,0,0,89000,12672,0,0,2572000000,116000000000,6495000000,123000000000,243,214,0,0,3,3,11,6,Apr-13,18:40:15,0,13-04-2023,18:40:15
l:11,0,0,100,0,0,0,0,125000,12672,0,0,2572000000,116000000000,6495000000,123000000000,328,339,0,0,3,3,11,6,Apr-13,18:40:16,0,13-04-2023,18:40:16
l:12,0,0,100,0,0,0,0,122000,79104,0,0,2571000000,116000000000,6495000000,123000000000,283,256,0,0,0,3,11,6,Apr-13,18:40:17,0,13-04-2023,18:40:17
l:13,0,0,100,0,0,0,0,89000,12672,0,0,2571000000,116000000000,6495000000,123000000000,233,212,0,0,3,3,11,6,Apr-13,18:40:18,0,13-04-2023,18:40:18
l:14,0,0,100,0,0,0,0,108000,21120,0,0,2571000000,116000000000,6495000000,123000000000,257,242,0,0,3,3,11,6,Apr-13,18:40:19,0,13-04-2023,18:40:19
l:15,0,0,100,0,0,0,0,101000,12672,0,0,2571000000,116000000000,6495000000,123000000000,269,298,0,0,3,3,11,6,Apr-13,18:40:20,0,13-04-2023,18:40:20
l:16,0,0,100,0,0,0,0,103000,12672,0,0,2572000000,116000000000,6495000000,123000000000,268,238,0,0,3,2,10,6,Apr-13,18:40:21,0,13-04-2023,18:40:21
l:17,0,0,100,0,0,0,0,96000,12672,0,0,2572000000,116000000000,6495000000,123000000000,217,214,0,0,0,2,10,6,Apr-13,18:40:22,0,13-04-2023,18:40:22
l:18,0,0,100,0,0,0,0,94000,12672,0,0,2571000000,116000000000,6495000000,123000000000,226,218,0,0,3,2,10,6,Apr-13,18:40:23,0,13-04-2023,18:40:23
l:19,0,0,100,0,0,0,0,108000,12672,0,0,2571000000,116000000000,6495000000,123000000000,281,302,0,0,3,2,10,6,Apr-13,18:40:24,0,13-04-2023,18:40:24
l:20,0,0,100,0,0,0,0,84000,12672,0,0,2571000000,116000000000,6495000000,123000000000,202,200,0,0,3,2,10,6,Apr-13,18:40:25,0,13-04-2023,18:40:25
l:21,0,0,100,0,0,0,0,141000,12672,0,0,2571000000,116000000000,6495000000,123000000000,301,277,0,0,3,2,10,6,Apr-13,18:40:26,0,13-04-2023,18:40:26
l:22,0,0,99,0,0,0,0,183000,823000,0,0,2587000000,116000000000,6495000000,123000000000,1037,1191,0,0,15,2,10,6,Apr-13,18:40:27,0,13-04-2023,18:40:27
l:23,19,15,66,0,0,0,33000,545000,293000,0,0,0,102000000000,6504000000,108000000000,27000,54000,63,0,623,2,10,6,Apr-13,18:40:28,0,13-04-2023,18:40:28
l:24,79,2,19,0,0,0,164000,213000,26000,0,0,0,102000000000,6505000000,108000000000,41000,59000,24,0,3,2,10,6,Apr-13,18:40:29,0,13-04-2023,18:40:29
l:25,68,4,28,0,0,0,0,117000,12672,0,0,0,102000000000,6505000000,108000000000,38000,182000,20,0,3,2,10,6,Apr-13,18:40:30,0,13-04-2023,18:40:30
l:26,68,4,28,0,0,0,0,96000,12672,0,0,0,102000000000,6505000000,108000000000,39000,180000,20,0,3,4,10,6,Apr-13,18:40:31,0,13-04-2023,18:40:31
l:27,69,4,27,0,0,0,0,122000,12672,0,0,0,102000000000,6505000000,108000000000,39000,187000,143,0,0,4,10,6,Apr-13,18:40:32,0,13-04-2023,18:40:32
l:28,68,4,28,0,0,0,66000,143000,12672,0,0,0,102000000000,6505000000,108000000000,39000,188000,21,0,3,4,10,6,Apr-13,18:40:33,0,13-04-2023,18:40:33
l:29,68,4,28,0,0,0,918000,125000,21120,0,0,0,102000000000,6505000000,108000000000,39000,181000,20,0,3,4,10,6,Apr-13,18:40:34,0,13-04-2023,18:40:34
l:30,68,4,28,0,0,0,0,105000,12672,0,0,0,102000000000,6505000000,108000000000,39000,181000,21,0,3,4,10,6,Apr-13,18:40:35,0,13-04-2023,18:40:35
l:31,69,4,28,0,0,0,0,122000,12672,0,0,0,102000000000,6505000000,108000000000,39000,181000,20,0,3,5,11,6,Apr-13,18:40:36,0,13-04-2023,18:40:36
l:32,68,4,29,0,0,0,0,145000,45000,0,0,0,102000000000,6505000000,108000000000,38000,179000,316,0,2,5,11,6,Apr-13,18:40:37,0,13-04-2023,18:40:37
l:33,70,4,27,0,0,0,623000,113000,18432,0,0,0,102000000000,6505000000,108000000000,40000,191000,20,0,3,5,11,6,Apr-13,18:40:38,0,13-04-2023,18:40:38
l:34,69,4,27,0,0,0,0,136000,12672,0,0,0,102000000000,6505000000,108000000000,39000,188000,91,0,3,5,11,6,Apr-13,18:40:39,0,13-04-2023,18:40:39
l:35,69,4,27,0,0,0,0,143000,21120,0,0,0,102000000000,6505000000,108000000000,39000,186000,20,0,3,5,11,6,Apr-13,18:40:40,0,13-04-2023,18:40:40
l:36,68,4,28,0,0,0,0,122000,12672,0,0,0,102000000000,6505000000,108000000000,39000,185000,74,0,3,15,12,7,Apr-13,18:40:41,0,13-04-2023,18:40:41
l:37,68,4,28,0,0,0,0,120000,264000,0,0,0,102000000000,6505000000,108000000000,39000,177000,20,0,0,15,12,7,Apr-13,18:40:42,0,13-04-2023,18:40:42
l:38,18,2,80,0,0,0,0,191000,121000,0,0,2585000000,116000000000,6497000000,123000000000,15000,51000,0,0,4,15,12,7,Apr-13,18:40:43,0,13-04-2023,18:40:43
