l:0,┄┄total┄cpu┄usage┄┄,┄dsk/total┄,┄net/total┄,┄┄┄paging┄┄,┄┄┄┄┄┄memory┄usage┄┄┄┄┄,┄┄┄system┄┄,┄┄┄procs┄┄┄,┄┄┄load┄avg┄┄┄,┄┄┄┄┄system┄┄┄┄,node29-016.cm.cluster,13-04-2023,18:40:07
l:1,usr,sys,idl,wai,stl,read,writ,recv,send,in,out,used,free,cach,avai,int,csw,run,blk,new,1m,5m,15m,time,node29-016.cm.cluster,13-04-2023,18:40:07
l:2,34,4,61,0,0,2354000,1865000,0,0,0,0,2548000000,115000000000,7784000000,122000000000,5010,1722,0,0,2,3,9,6,Apr-13,18:40:07,node29-016.cm.cluster,13-04-2023,18:40:07
l:3,0,0,100,0,0,0,0,128000,77376,0,0,2547000000,115000000000,7784000000,122000000000,292,248,0,0,3,3,9,6,Apr-13,18:40:08,node29-016.cm.cluster,13-04-2023,18:40:08
l:4,0,0,100,0,0,0,0,119000,22080,0,0,2547000000,115000000000,7784000000,122000000000,241,223,0,0,0,2,9,6,Apr-13,18:40:09,node29-016.cm.cluster,13-04-2023,18:40:09
l:5,0,0,100,0,0,0,0,178000,22080,0,0,2547000000,115000000000,7784000000,122000000000,401,346,0,0,3,2,9,6,Apr-13,18:40:10,node29-016.cm.cluster,13-04-2023,18:40:10
l:6,0,0,100,0,0,0,0,104000,22080,0,0,2547000000,115000000000,7784000000,122000000000,235,222,0,0,3,2,9,6,Apr-13,18:40:11,node29-016.cm.cluster,13-04-2023,18:40:11
l:7,0,0,100,0,0,0,0,140000,22080,0,0,2547000000,115000000000,7784000000,122000000000,302,254,0,0,3,2,9,6,Apr-13,18:40:12,node29-016.cm.cluster,13-04-2023,18:40:12
l:8,0,0,100,0,0,0,0,139000,37696,0,0,2547000000,115000000000,7784000000,122000000000,313,264,0,0,3,2,9,6,Apr-13,18:40:13,node29-016.cm.cluster,13-04-2023,18:40:13
l:9,0,0,100,0,0,0,0,109000,27840,0,0,2547000000,115000000000,7784000000,122000000000,317,296,0,0,0,2,9,6,Apr-13,18:40:14,node29-016.cm.cluster,13-04-2023,18:40:14
l:10,0,0,100,0,0,0,0,101000,22080,0,0,2547000000,115000000000,7784000000,122000000000,260,216,0,0,3,2,9,6,Apr-13,18:40:15,node29-016.cm.cluster,13-04-2023,18:40:15
l:11,0,0,100,0,0,0,0,127000,22080,0,0,2547000000,115000000000,7784000000,122000000000,323,274,0,0,3,2,9,6,Apr-13,18:40:16,node29-016.cm.cluster,13-04-2023,18:40:16
l:12,0,0,100,0,0,0,0,95000,65472,0,0,2547000000,115000000000,7784000000,122000000000,237,204,0,0,3,2,9,6,Apr-13,18:40:17,node29-016.cm.cluster,13-04-2023,18:40:17
l:13,0,0,100,0,0,0,0,73000,26304,0,0,2547000000,115000000000,7784000000,122000000000,307,284,0,0,3,2,9,6,Apr-13,18:40:18,node29-016.cm.cluster,13-04-2023,18:40:18
l:14,0,0,100,0,0,0,0,110000,26304,0,0,2547000000,115000000000,7784000000,122000000000,247,218,0,0,0,2,9,6,Apr-13,18:40:19,node29-016.cm.cluster,13-04-2023,18:40:19
l:15,0,0,100,0,0,0,66000,107000,22080,0,0,2548000000,115000000000,7784000000,122000000000,264,215,0,0,3,2,9,6,Apr-13,18:40:20,node29-016.cm.cluster,13-04-2023,18:40:20
l:16,0,0,100,0,0,0,0,67000,22080,0,0,2548000000,115000000000,7784000000,122000000000,187,176,0,0,3,2,9,6,Apr-13,18:40:21,node29-016.cm.cluster,13-04-2023,18:40:21
l:17,0,0,100,0,0,0,0,117000,22080,0,0,2548000000,115000000000,7784000000,122000000000,340,312,0,0,3,2,9,6,Apr-13,18:40:22,node29-016.cm.cluster,13-04-2023,18:40:22
l:18,0,0,100,0,0,0,33000,86000,22080,0,0,2548000000,115000000000,7784000000,122000000000,212,201,0,0,3,2,9,6,Apr-13,18:40:23,node29-016.cm.cluster,13-04-2023,18:40:23
l:19,0,0,100,0,0,0,0,86000,24768,0,0,2548000000,115000000000,7784000000,122000000000,204,184,0,0,0,2,9,6,Apr-13,18:40:24,node29-016.cm.cluster,13-04-2023,18:40:24
l:20,0,0,100,0,0,0,0,119000,22080,0,0,2548000000,115000000000,7784000000,122000000000,282,252,0,0,3,2,9,6,Apr-13,18:40:25,node29-016.cm.cluster,13-04-2023,18:40:25
l:21,0,0,100,0,0,0,0,100000,22080,0,0,2548000000,115000000000,7784000000,122000000000,330,322,0,0,3,2,9,6,Apr-13,18:40:26,node29-016.cm.cluster,13-04-2023,18:40:26
l:22,2,2,97,0,0,0,0,647000,244000,0,0,2817000000,115000000000,7792000000,122000000000,4712,19000,15,0,155,2,9,6,Apr-13,18:40:27,node29-016.cm.cluster,13-04-2023,18:40:27
l:23,51,14,35,0,0,0,0,122000,54000,0,0,16800000000,101000000000,7793000000,108000000000,34000,35000,50,0,483,2,9,6,Apr-13,18:40:28,node29-016.cm.cluster,13-04-2023,18:40:28
l:24,69,3,28,0,0,0,0,110000,32000,0,0,16800000000,101000000000,7794000000,108000000000,39000,114000,20,0,0,2,9,6,Apr-13,18:40:29,node29-016.cm.cluster,13-04-2023,18:40:29
l:25,68,4,28,0,0,0,0,114000,22080,0,0,16800000000,101000000000,7794000000,108000000000,38000,184000,20,0,3,2,9,6,Apr-13,18:40:30,node29-016.cm.cluster,13-04-2023,18:40:30
l:26,69,3,28,0,0,0,492000,117000,22080,0,0,16800000000,101000000000,7794000000,108000000000,38000,182000,20,0,4,2,9,6,Apr-13,18:40:31,node29-016.cm.cluster,13-04-2023,18:40:31
l:27,69,4,28,0,0,0,0,103000,22080,0,0,16800000000,101000000000,7794000000,108000000000,38000,190000,20,0,3,2,9,6,Apr-13,18:40:32,node29-016.cm.cluster,13-04-2023,18:40:32
l:28,68,4,28,0,0,0,66000,142000,189000,0,0,16800000000,101000000000,7794000000,108000000000,39000,185000,105,0,3,2,9,6,Apr-13,18:40:33,node29-016.cm.cluster,13-04-2023,18:40:33
l:29,68,4,28,0,0,0,0,100000,22080,0,0,16800000000,101000000000,7794000000,108000000000,38000,181000,59,0,0,4,9,6,Apr-13,18:40:34,node29-016.cm.cluster,13-04-2023,18:40:34
l:30,67,4,29,0,0,0,0,90000,22080,0,0,16800000000,101000000000,7794000000,108000000000,38000,177000,241,0,3,4,9,6,Apr-13,18:40:35,node29-016.cm.cluster,13-04-2023,18:40:35
l:31,67,4,29,0,0,0,0,145000,22080,0,0,16800000000,101000000000,7794000000,108000000000,38000,180000,126,0,3,4,9,6,Apr-13,18:40:36,node29-016.cm.cluster,13-04-2023,18:40:36
l:32,67,4,29,0,0,0,0,102000,22080,0,0,16800000000,101000000000,7794000000,108000000000,38000,185000,20,0,3,4,9,6,Apr-13,18:40:37,node29-016.cm.cluster,13-04-2023,18:40:37
l:33,70,4,27,0,0,0,426000,135000,22080,0,0,16800000000,101000000000,7794000000,108000000000,39000,195000,341,0,3,4,9,6,Apr-13,18:40:38,node29-016.cm.cluster,13-04-2023,18:40:38
l:34,68,4,28,0,0,0,0,121000,22080,0,0,16800000000,101000000000,7794000000,108000000000,39000,189000,306,0,0,5,9,6,Apr-13,18:40:39,node29-016.cm.cluster,13-04-2023,18:40:39
l:35,69,4,28,0,0,0,0,121000,22080,0,0,16800000000,101000000000,7794000000,108000000000,39000,182000,62,0,3,5,9,6,Apr-13,18:40:40,node29-016.cm.cluster,13-04-2023,18:40:40
l:36,68,4,29,0,0,0,0,100000,22080,0,0,16800000000,101000000000,7794000000,108000000000,38000,178000,20,0,3,5,9,6,Apr-13,18:40:41,node29-016.cm.cluster,13-04-2023,18:40:41
l:37,62,4,34,0,0,0,0,126000,28000,0,0,16500000000,101000000000,7794000000,108000000000,38000,164000,10,0,3,5,9,6,Apr-13,18:40:42,node29-016.cm.cluster,13-04-2023,18:40:42
l:38,0,1,99,0,0,0,0,143000,66000,0,0,2563000000,115000000000,7786000000,122000000000,2569,2685,0,0,5,5,9,6,Apr-13,18:40:43,node29-016.cm.cluster,13-04-2023,18:40:43
l:39,0,0,100,0,0,0,0,84000,22080,0,0,2563000000,115000000000,7786000000,122000000000,189,172,0,0,0,5,9,6,Apr-13,18:40:44,node29-016.cm.cluster,13-04-2023,18:40:44
l:40,0,0,100,0,0,0,0,137000,22080,0,0,2563000000,115000000000,7786000000,122000000000,305,264,0,0,3,5,9,6,Apr-13,18:40:45,node29-016.cm.cluster,13-04-2023,18:40:45
l:41,0,0,100,0,0,0,0,84000,22080,0,0,2563000000,115000000000,7786000000,122000000000,273,260,0,0,3,5,9,6,Apr-13,18:40:46,node29-016.cm.cluster,13-04-2023,18:40:46
l:42,0,0,100,0,0,0,0,91000,51904,0,0,2563000000,115000000000,7786000000,122000000000,226,200,0,0,3,5,9,6,Apr-13,18:40:47,node29-016.cm.cluster,13-04-2023,18:40:47
l:43,0,0,100,0,0,0,98000,115000,30528,0,0,2563000000,115000000000,7786000000,122000000000,270,233,0,0,3,5,9,6,Apr-13,18:40:48,node29-016.cm.cluster,13-04-2023,18:40:48
l:44,0,0,100,0,0,0,0,77000,22080,0,0,2563000000,115000000000,7786000000,122000000000,177,170,0,0,0,5,9,6,Apr-13,18:40:49,node29-016.cm.cluster,13-04-2023,18:40:49
l:45,0,0,100,0,0,0,623000,105000,22080,0,0,2563000000,115000000000,7786000000,122000000000,342,335,0,0,3,5,9,6,Apr-13,18:40:50,node29-016.cm.cluster,13-04-2023,18:40:50
