l:0,┄┄total┄cpu┄usage┄┄,┄dsk/total┄,┄┄net/eno1┄,┄┄net/ib0┄┄,┄┄┄paging┄┄,┄┄┄┄┄┄memory┄usage┄┄┄┄┄,┄┄┄system┄┄,┄┄┄procs┄┄┄,┄┄┄load┄avg┄┄┄,┄┄┄┄┄system┄┄┄┄,node33-011.cm.cluster,19-04-2023,15:02:23
l:1,usr,sys,idl,wai,stl,read,writ,recv,send,recv,send,in,out,used,free,cach,avai,int,csw,run,blk,new,1m,5m,15m,time,node33-011.cm.cluster,19-04-2023,15:02:23
l:2,11,0,89,0,0,15576,257000,0,0,0,0,0,0,2085000000,122000000000,1875000000,123000000000,5435,819,0,0,3.8,0,0.01,0.05,Apr-19,15:02:23,node33-011.cm.cluster,19-04-2023,15:02:23
l:3,0,0,100,0,0,0,0,85000,10000,0,0,0,0,2085000000,122000000000,1875000000,123000000000,198,175,0,0,0,0,0.01,0.05,Apr-19,15:02:24,node33-011.cm.cluster,19-04-2023,15:02:24
l:4,0,0,100,0,0,0,57000,110000,22976,20992,0,0,0,2085000000,122000000000,1875000000,123000000000,317,360,0,0,5.0,0,0.01,0.05,Apr-19,15:02:25,node33-011.cm.cluster,19-04-2023,15:02:25
l:5,0,0,100,0,0,0,0,117000,22976,0,0,0,0,2085000000,122000000000,1875000000,123000000000,263,219,0,0,3.0,0,0.01,0.05,Apr-19,15:02:26,node33-011.cm.cluster,19-04-2023,15:02:26
l:6,0,0,100,0,0,0,0,96000,45952,0,0,0,0,2085000000,122000000000,1875000000,123000000000,247,230,0,0,3.0,0,0.01,0.05,Apr-19,15:02:27,node33-011.cm.cluster,19-04-2023,15:02:27
l:7,0,0,100,0,0,0,0,129000,22976,0,0,0,0,2085000000,122000000000,1875000000,123000000000,287,244,0,0,3.0,0,0.01,0.05,Apr-19,15:02:28,node33-011.cm.cluster,19-04-2023,15:02:28
l:8,0,0,100,0,0,0,0,146000,22976,0,0,0,0,2085000000,122000000000,1875000000,123000000000,320,327,0,0,3.0,0,0.01,0.05,Apr-19,15:02:29,node33-011.cm.cluster,19-04-2023,15:02:29
l:9,0,0,100,0,0,0,0,111000,22976,0,0,0,0,2085000000,122000000000,1875000000,123000000000,245,196,0,0,0,0,0.01,0.05,Apr-19,15:02:30,node33-011.cm.cluster,19-04-2023,15:02:30
l:10,0,0,100,0,0,0,0,144000,22976,0,0,0,0,2085000000,122000000000,1875000000,123000000000,300,254,0,0,3.0,0,0.01,0.05,Apr-19,15:02:31,node33-011.cm.cluster,19-04-2023,15:02:31
l:11,0,0,100,0,0,0,0,146000,22976,0,0,0,0,2085000000,122000000000,1875000000,123000000000,293,238,0,0,3.0,0,0.01,0.05,Apr-19,15:02:32,node33-011.cm.cluster,19-04-2023,15:02:32
l:12,0,0,100,0,0,0,0,85000,22976,20992,0,0,0,2086000000,122000000000,1875000000,123000000000,323,330,0,0,4.0,0,0.01,0.05,Apr-19,15:02:33,node33-011.cm.cluster,19-04-2023,15:02:33
l:13,0,0,100,0,0,0,0,150000,22976,0,0,0,0,2085000000,122000000000,1875000000,123000000000,309,275,0,0,3.0,0,0.01,0.05,Apr-19,15:02:34,node33-011.cm.cluster,19-04-2023,15:02:34
l:14,0,0,100,0,0,0,0,156000,48960,0,0,0,0,2085000000,122000000000,1875000000,123000000000,288,246,0,0,0,0,0.01,0.05,Apr-19,15:02:35,node33-011.cm.cluster,19-04-2023,15:02:35
l:15,0,0,100,0,0,0,0,46000,22976,0,0,0,0,2085000000,122000000000,1875000000,123000000000,152,148,0,0,3.0,0,0.01,0.05,Apr-19,15:02:36,node33-011.cm.cluster,19-04-2023,15:02:36
l:16,0,0,100,0,0,0,0,152000,22976,0,0,0,0,2085000000,122000000000,1875000000,123000000000,358,356,0,0,3.0,0,0.01,0.05,Apr-19,15:02:37,node33-011.cm.cluster,19-04-2023,15:02:37
l:17,0,0,99,0,0,0,98000,428000,33000,0,0,0,0,2101000000,122000000000,1875000000,123000000000,946,1405,1.0,0,15,0,0.01,0.05,Apr-19,15:02:38,node33-011.cm.cluster,19-04-2023,15:02:38
l:18,85,3,12,0,0,0,0,1454000,209000,0,0,0,0,5053000000,119000000000,1875000000,120000000000,42000,62000,263,0,835,10.9,2.27,0.78,Apr-19,15:02:39,node33-011.cm.cluster,19-04-2023,15:02:39
l:19,99,1,0,0,0,0,0,143000,28352,0,0,0,0,5053000000,119000000000,1875000000,120000000000,45000,32000,222,0,0,10.9,2.27,0.78,Apr-19,15:02:40,node33-011.cm.cluster,19-04-2023,15:02:40
l:20,99,1,0,0,0,0,0,71000,22976,0,0,0,0,5052000000,119000000000,1875000000,120000000000,45000,33000,144,0,3.0,10.9,2.27,0.78,Apr-19,15:02:41,node33-011.cm.cluster,19-04-2023,15:02:41
l:21,99,1,0,0,0,0,0,76000,22976,0,0,0,0,5052000000,119000000000,1875000000,120000000000,45000,32000,174,0,3.0,10.9,2.27,0.78,Apr-19,15:02:42,node33-011.cm.cluster,19-04-2023,15:02:42
l:22,99,1,0,0,0,0,0,156000,22976,0,0,0,0,5052000000,119000000000,1875000000,120000000000,45000,33000,233,0,3.0,10.9,2.27,0.78,Apr-19,15:02:43,node33-011.cm.cluster,19-04-2023,15:02:43
l:23,99,1,0,0,0,0,0,76000,22976,0,0,0,0,5052000000,119000000000,1875000000,120000000000,44000,32000,192,0,3.0,32.3,6.85,2.26,Apr-19,15:02:44,node33-011.cm.cluster,19-04-2023,15:02:44
l:24,99,1,0,0,0,0,0,56000,22976,20992,0,0,0,5052000000,119000000000,1875000000,120000000000,45000,32000,265,0,0,32.3,6.85,2.26,Apr-19,15:02:45,node33-011.cm.cluster,19-04-2023,15:02:45
l:25,99,1,0,0,0,0,12000,128000,22976,0,0,0,0,5052000000,119000000000,1875000000,120000000000,45000,32000,156,0,3.0,32.3,6.85,2.26,Apr-19,15:02:46,node33-011.cm.cluster,19-04-2023,15:02:46
l:26,99,1,0,0,0,0,0,131000,22976,0,0,0,0,5052000000,119000000000,1875000000,120000000000,45000,32000,174,0,3.0,32.3,6.85,2.26,Apr-19,15:02:47,node33-011.cm.cluster,19-04-2023,15:02:47
l:27,99,1,0,0,0,0,98000,77000,22976,0,0,0,0,5052000000,119000000000,1875000000,120000000000,45000,33000,243,0,3.0,32.3,6.85,2.26,Apr-19,15:02:48,node33-011.cm.cluster,19-04-2023,15:02:48
l:28,99,1,0,0,0,0,0,128000,22976,0,0,0,0,5052000000,119000000000,1875000000,120000000000,44000,32000,237,0,3.0,47.5,10.4,3.44,Apr-19,15:02:49,node33-011.cm.cluster,19-04-2023,15:02:49
l:29,99,1,0,0,0,0,0,141000,22976,0,0,0,0,5052000000,119000000000,1875000000,120000000000,45000,33000,223,0,0,47.5,10.4,3.44,Apr-19,15:02:50,node33-011.cm.cluster,19-04-2023,15:02:50
l:30,99,1,0,0,0,0,0,67000,22976,0,0,0,0,5052000000,119000000000,1875000000,120000000000,44000,32000,132,0,3.0,47.5,10.4,3.44,Apr-19,15:02:51,node33-011.cm.cluster,19-04-2023,15:02:51
l:31,99,1,0,0,0,0,303000,89000,22976,0,0,0,0,5052000000,119000000000,1875000000,120000000000,45000,33000,238,0,4.0,47.5,10.4,3.44,Apr-19,15:02:52,node33-011.cm.cluster,19-04-2023,15:02:52
l:32,99,1,0,0,0,0,66000,123000,22976,0,0,0,0,5052000000,119000000000,1875000000,120000000000,45000,33000,331,0,3.0,47.5,10.4,3.44,Apr-19,15:02:53,node33-011.cm.cluster,19-04-2023,15:02:53
