l:0,┄┄total┄cpu┄usage┄┄,┄dsk/total┄,┄net/total┄,┄┄┄paging┄┄,┄┄┄┄┄┄memory┄usage┄┄┄┄┄,┄┄┄system┄┄,┄┄┄procs┄┄┄,┄┄┄load┄avg┄┄┄,┄┄┄┄┄system┄┄┄┄,node29-001.cm.cluster,13-04-2023,13:37:13
l:1,usr,sys,idl,wai,stl,read,writ,recv,send,in,out,used,free,cach,avai,int,csw,run,blk,new,1m,5m,15m,time,node29-001.cm.cluster,13-04-2023,13:37:13
l:2,42,8,50,0,0,143000,670000,0,0,1328,8048,2544000000,116000000000,6575000000,123000000000,6596,2753,0,0,3,14,19,20,Apr-13,13:37:13,0,13-04-2023,13:37:13
l:3,0,0,100,0,0,0,0,236000,52000,0,0,2546000000,116000000000,6575000000,123000000000,398,378,0,0,3,14,19,20,Apr-13,13:37:14,0,13-04-2023,13:37:14
l:4,0,0,100,0,0,0,0,118000,12672,0,0,2546000000,116000000000,6575000000,123000000000,276,243,0,0,3,14,19,20,Apr-13,13:37:15,0,13-04-2023,13:37:15
l:5,0,0,100,0,0,0,1475000,140000,12672,0,0,2546000000,116000000000,6575000000,123000000000,401,388,0,0,3,14,19,20,Apr-13,13:37:16,0,13-04-2023,13:37:16
l:6,0,0,100,0,0,0,0,98000,10000,0,0,2546000000,116000000000,6575000000,123000000000,249,230,0,0,3,13,18,19,Apr-13,13:37:17,0,13-04-2023,13:37:17
l:7,0,0,100,0,0,0,0,91000,12672,0,0,2546000000,116000000000,6575000000,123000000000,216,214,0,0,0,13,18,19,Apr-13,13:37:18,0,13-04-2023,13:37:18
l:8,0,0,100,0,0,0,0,113000,38000,0,0,2546000000,116000000000,6575000000,123000000000,260,307,0,0,5,13,18,19,Apr-13,13:37:19,0,13-04-2023,13:37:19
l:9,0,0,100,0,0,0,0,125000,12672,0,0,2546000000,116000000000,6575000000,123000000000,318,344,0,0,3,13,18,19,Apr-13,13:37:20,0,13-04-2023,13:37:20
l:10,0,0,100,0,0,0,0,65000,12672,0,0,2546000000,116000000000,6575000000,123000000000,225,220,0,0,3,13,18,19,Apr-13,13:37:21,0,13-04-2023,13:37:21
l:11,0,0,100,0,0,0,0,122000,12672,0,0,2546000000,116000000000,6575000000,123000000000,255,234,0,0,3,12,18,19,Apr-13,13:37:22,0,13-04-2023,13:37:22
l:12,0,0,100,0,0,0,98000,105000,65664,0,0,2546000000,116000000000,6575000000,123000000000,254,251,0,0,0,12,18,19,Apr-13,13:37:23,0,13-04-2023,13:37:23
l:13,0,0,100,0,0,0,0,91000,30336,0,0,2546000000,116000000000,6575000000,123000000000,265,295,0,0,3,12,18,19,Apr-13,13:37:24,0,13-04-2023,13:37:24
l:14,0,0,100,0,0,0,0,155000,12672,0,0,2546000000,116000000000,6575000000,123000000000,349,295,0,0,3,12,18,19,Apr-13,13:37:25,0,13-04-2023,13:37:25
l:15,0,0,100,0,0,0,0,84000,12672,0,0,2546000000,116000000000,6575000000,123000000000,207,198,0,0,3,12,18,19,Apr-13,13:37:26,0,13-04-2023,13:37:26
l:16,0,0,100,0,0,0,0,141000,12672,0,0,2546000000,116000000000,6575000000,123000000000,298,262,0,0,3,11,18,19,Apr-13,13:37:27,0,13-04-2023,13:37:27
l:17,0,0,100,0,0,0,1114000,150000,12672,0,0,2546000000,116000000000,6575000000,123000000000,333,352,0,0,0,11,18,19,Apr-13,13:37:28,0,13-04-2023,13:37:28
l:18,0,0,100,0,0,0,0,111000,35200,0,0,2546000000,116000000000,6575000000,123000000000,271,243,0,0,3,11,18,19,Apr-13,13:37:29,0,13-04-2023,13:37:29
l:19,0,0,100,0,0,0,0,126000,12672,0,0,2546000000,116000000000,6575000000,123000000000,271,262,0,0,3,11,18,19,Apr-13,13:37:30,0,13-04-2023,13:37:30
l:20,0,0,100,0,0,0,0,150000,12672,0,0,2546000000,116000000000,6575000000,123000000000,336,288,0,0,3,11,18,19,Apr-13,13:37:31,0,13-04-2023,13:37:31
l:21,0,0,100,0,0,0,0,131000,12672,0,0,2546000000,116000000000,6575000000,123000000000,298,322,0,0,3,10,18,19,Apr-13,13:37:32,0,13-04-2023,13:37:32
l:22,0,0,99,0,0,0,0,309000,989000,0,0,2564000000,116000000000,6575000000,123000000000,1296,1689,0,0,15,10,18,19,Apr-13,13:37:33,0,13-04-2023,13:37:33
l:23,0,0,100,0,0,0,0,229000,109000,0,0,2548000000,116000000000,6575000000,123000000000,690,685,0,0,4,10,18,19,Apr-13,13:37:34,0,13-04-2023,13:37:34
l:24,0,0,100,0,0,0,0,156000,65664,0,0,2547000000,116000000000,6575000000,123000000000,327,288,0,0,3,10,18,19,Apr-13,13:37:35,0,13-04-2023,13:37:35
l:25,0,0,100,0,0,0,0,126000,30336,0,0,2547000000,116000000000,6575000000,123000000000,287,306,0,0,3,10,18,19,Apr-13,13:37:36,0,13-04-2023,13:37:36
l:26,0,0,100,0,0,0,0,93000,12672,0,0,2547000000,116000000000,6575000000,123000000000,227,221,0,0,3,10,17,19,Apr-13,13:37:37,0,13-04-2023,13:37:37
l:27,0,0,100,0,0,0,0,139000,18432,0,0,2547000000,116000000000,6575000000,123000000000,273,254,0,0,3,10,17,19,Apr-13,13:37:38,0,13-04-2023,13:37:38
l:28,0,0,100,0,0,0,14000000,123000,15360,0,0,2547000000,116000000000,6575000000,123000000000,340,405,0,0,0,10,17,19,Apr-13,13:37:39,0,13-04-2023,13:37:39
l:29,0,0,100,0,0,0,492000,84000,12672,0,0,2547000000,116000000000,6575000000,123000000000,288,367,0,0,3,10,17,19,Apr-13,13:37:40,0,13-04-2023,13:37:40
l:30,0,0,100,0,0,0,0,130000,12672,0,0,2547000000,116000000000,6575000000,123000000000,379,370,0,0,3,10,17,19,Apr-13,13:37:41,0,13-04-2023,13:37:41
l:31,0,0,100,0,0,0,0,103000,12672,0,0,2547000000,116000000000,6575000000,123000000000,280,291,0,0,3,9,17,19,Apr-13,13:37:42,0,13-04-2023,13:37:42
l:32,0,0,100,0,0,0,33000,103000,16000,0,0,2547000000,116000000000,6575000000,123000000000,445,455,0,0,5,9,17,19,Apr-13,13:37:43,0,13-04-2023,13:37:43
l:33,0,0,100,0,0,0,0,113000,12672,0,0,2547000000,116000000000,6575000000,123000000000,308,388,0,0,0,9,17,19,Apr-13,13:37:44,0,13-04-2023,13:37:44
l:34,0,0,100,0,0,0,0,79000,12672,0,0,2547000000,116000000000,6575000000,123000000000,261,284,0,0,3,9,17,19,Apr-13,13:37:45,0,13-04-2023,13:37:45
l:35,0,0,100,0,0,0,426000,89000,12672,0,0,2547000000,116000000000,6575000000,123000000000,279,308,0,0,3,9,17,19,Apr-13,13:37:46,0,13-04-2023,13:37:46
l:36,0,0,100,0,0,0,0,111000,12672,0,0,2547000000,116000000000,6575000000,123000000000,324,328,0,0,3,8,17,19,Apr-13,13:37:47,0,13-04-2023,13:37:47
l:37,0,0,100,0,0,0,197000,95000,258000,0,0,2547000000,116000000000,6575000000,123000000000,318,416,0,0,3,8,17,19,Apr-13,13:37:48,0,13-04-2023,13:37:48
l:38,0,0,100,0,0,0,0,108000,16896,0,0,2547000000,116000000000,6575000000,123000000000,285,307,0,0,0,8,17,19,Apr-13,13:37:49,0,13-04-2023,13:37:49
l:39,0,0,100,0,0,0,0,90000,16896,0,0,2547000000,116000000000,6575000000,123000000000,267,294,0,0,3,8,17,19,Apr-13,13:37:50,0,13-04-2023,13:37:50
l:40,0,0,100,0,0,0,0,105000,65664,0,0,2547000000,116000000000,6575000000,123000000000,325,342,0,0,3,8,17,19,Apr-13,13:37:51,0,13-04-2023,13:37:51
l:41,0,0,100,0,0,0,0,114000,30336,0,0,2547000000,116000000000,6575000000,123000000000,319,382,0,0,3,7,16,19,Apr-13,13:37:52,0,13-04-2023,13:37:52
l:42,0,0,100,0,0,0,0,89000,12672,0,0,2547000000,116000000000,6575000000,123000000000,268,303,0,0,3,7,16,19,Apr-13,13:37:53,0,13-04-2023,13:37:53
l:43,0,0,100,0,0,0,0,132000,41984,0,0,2547000000,116000000000,6575000000,123000000000,289,310,0,0,0,7,16,19,Apr-13,13:37:54,0,13-04-2023,13:37:54
l:44,0,0,100,0,0,0,0,145000,12672,0,0,2546000000,116000000000,6575000000,123000000000,373,368,0,0,3,7,16,19,Apr-13,13:37:55,0,13-04-2023,13:37:55
l:45,0,0,100,0,0,0,0,112000,12672,0,0,2546000000,116000000000,6575000000,123000000000,354,393,0,0,3,7,16,19,Apr-13,13:37:56,0,13-04-2023,13:37:56
l:46,0,0,100,0,0,0,0,119000,65664,0,0,2546000000,116000000000,6575000000,123000000000,336,327,0,0,3,7,16,19,Apr-13,13:37:57,0,13-04-2023,13:37:57
l:47,0,0,100,0,0,0,0,141000,30336,0,0,2546000000,116000000000,6575000000,123000000000,360,339,0,0,3,7,16,19,Apr-13,13:37:58,0,13-04-2023,13:37:58
l:48,0,0,100,0,0,0,0,117000,42496,0,0,2546000000,116000000000,6575000000,123000000000,302,314,0,0,0,7,16,19,Apr-13,13:37:59,0,13-04-2023,13:37:59
l:49,0,0,100,0,0,0,0,134000,12672,0,0,2546000000,116000000000,6575000000,123000000000,365,422,0,0,3,7,16,19,Apr-13,13:38:00,0,13-04-2023,13:38:00
l:50,0,0,100,0,0,0,0,112000,12672,0,0,2546000000,116000000000,6575000000,123000000000,316,340,0,0,3,7,16,19,Apr-13,13:38:01,0,13-04-2023,13:38:01
l:51,0,0,100,0,0,0,0,167000,12672,0,0,2546000000,116000000000,6575000000,123000000000,343,338,0,0,3,6,16,18,Apr-13,13:38:02,0,13-04-2023,13:38:02
l:52,0,0,100,0,0,0,0,133000,30336,0,0,2546000000,116000000000,6575000000,123000000000,334,338,0,0,3,6,16,18,Apr-13,13:38:03,0,13-04-2023,13:38:03
l:53,0,0,99,0,0,0,0,104000,192000,0,0,2548000000,116000000000,6575000000,123000000000,2806,4516,0,0,0,6,16,18,Apr-13,13:38:04,0,13-04-2023,13:38:04
l:54,0,0,100,0,0,0,0,140000,12672,0,0,2548000000,116000000000,6575000000,123000000000,646,1368,0,0,3,6,16,18,Apr-13,13:38:05,0,13-04-2023,13:38:05
l:55,0,0,100,0,0,0,0,129000,12672,0,0,2547000000,116000000000,6575000000,123000000000,325,335,0,0,3,6,16,18,Apr-13,13:38:06,0,13-04-2023,13:38:06
l:56,0,0,100,0,0,0,0,103000,12672,0,0,2547000000,116000000000,6575000000,123000000000,281,305,0,0,3,6,16,18,Apr-13,13:38:07,0,13-04-2023,13:38:07
l:57,0,0,100,0,0,0,98000,129000,12672,0,0,2547000000,116000000000,6575000000,123000000000,359,419,0,0,3,6,16,18,Apr-13,13:38:08,0,13-04-2023,13:38:08
l:58,0,0,100,0,0,0,4129000,131000,48000,0,0,2547000000,116000000000,6575000000,123000000000,338,378,0,0,0,6,16,18,Apr-13,13:38:09,0,13-04-2023,13:38:09
l:59,0,0,100,0,0,0,918000,93000,30336,0,0,2547000000,116000000000,6575000000,123000000000,265,299,0,0,3,6,16,18,Apr-13,13:38:10,0,13-04-2023,13:38:10
l:60,0,0,100,0,0,0,0,79000,12672,0,0,2547000000,116000000000,6575000000,123000000000,236,251,0,0,3,6,16,18,Apr-13,13:38:11,0,13-04-2023,13:38:11
l:61,0,0,100,0,0,0,0,131000,12672,0,0,2547000000,116000000000,6575000000,123000000000,310,351,0,0,3,5,15,18,Apr-13,13:38:12,0,13-04-2023,13:38:12
l:62,0,0,100,0,0,0,0,73000,12672,0,0,2547000000,116000000000,6575000000,123000000000,240,259,0,0,3,5,15,18,Apr-13,13:38:13,0,13-04-2023,13:38:13
l:63,0,0,100,0,0,0,0,99000,15360,0,0,2547000000,116000000000,6575000000,123000000000,226,233,0,0,0,5,15,18,Apr-13,13:38:14,0,13-04-2023,13:38:14
l:64,0,0,100,0,0,0,0,115000,30336,0,0,2547000000,116000000000,6575000000,123000000000,287,275,0,0,3,5,15,18,Apr-13,13:38:15,0,13-04-2023,13:38:15
l:65,0,0,100,0,0,0,1343000,54000,12672,0,0,2547000000,116000000000,6575000000,123000000000,268,340,0,0,3,5,15,18,Apr-13,13:38:16,0,13-04-2023,13:38:16
l:66,0,0,100,0,0,0,0,80000,12672,0,0,2547000000,116000000000,6575000000,123000000000,237,237,0,0,3,5,15,18,Apr-13,13:38:17,0,13-04-2023,13:38:17
l:67,0,0,100,0,0,0,0,116000,315000,0,0,2547000000,116000000000,6575000000,123000000000,284,295,0,0,3,5,15,18,Apr-13,13:38:18,0,13-04-2023,13:38:18
l:68,0,0,100,0,0,0,0,546000,575000,0,0,2547000000,116000000000,6575000000,123000000000,547,1177,0,0,4,5,15,18,Apr-13,13:38:19,0,13-04-2023,13:38:19
l:69,0,0,100,0,0,0,0,103000,12672,0,0,2547000000,116000000000,6575000000,123000000000,389,378,0,0,3,5,15,18,Apr-13,13:38:20,0,13-04-2023,13:38:20
l:70,0,0,100,0,0,0,0,119000,65664,0,0,2547000000,116000000000,6575000000,123000000000,315,305,0,0,3,5,15,18,Apr-13,13:38:21,0,13-04-2023,13:38:21
l:71,0,0,100,0,0,0,0,113000,30336,0,0,2547000000,116000000000,6575000000,123000000000,268,264,0,0,3,5,15,18,Apr-13,13:38:22,0,13-04-2023,13:38:22
l:72,0,0,100,0,0,0,0,128000,82000,0,0,2550000000,116000000000,6575000000,123000000000,335,336,0,0,3,5,15,18,Apr-13,13:38:23,0,13-04-2023,13:38:23
l:73,0,0,100,0,0,0,0,148000,12672,0,0,2550000000,116000000000,6575000000,123000000000,352,373,0,0,0,5,15,18,Apr-13,13:38:24,0,13-04-2023,13:38:24
l:74,0,0,100,0,0,0,0,127000,12672,0,0,2550000000,116000000000,6575000000,123000000000,353,327,0,0,3,5,15,18,Apr-13,13:38:25,0,13-04-2023,13:38:25
l:75,0,0,100,0,0,0,0,152000,65664,0,0,2550000000,116000000000,6575000000,123000000000,321,307,0,0,3,5,15,18,Apr-13,13:38:26,0,13-04-2023,13:38:26
l:76,0,0,100,0,0,0,0,136000,30336,0,0,2550000000,116000000000,6575000000,123000000000,301,285,0,0,3,4,15,18,Apr-13,13:38:27,0,13-04-2023,13:38:27
l:77,0,0,100,0,0,0,0,134000,106000,0,0,2550000000,116000000000,6575000000,123000000000,335,396,0,0,3,4,15,18,Apr-13,13:38:28,0,13-04-2023,13:38:28
l:78,0,0,100,0,0,0,0,139000,12672,0,0,2550000000,116000000000,6575000000,123000000000,301,279,0,0,0,4,15,18,Apr-13,13:38:29,0,13-04-2023,13:38:29
l:79,0,0,100,0,0,0,0,120000,12672,0,0,2550000000,116000000000,6575000000,123000000000,276,278,0,0,3,4,15,18,Apr-13,13:38:30,0,13-04-2023,13:38:30
