l:0,┄┄total┄cpu┄usage┄┄,┄dsk/total┄,┄net/total┄,┄┄┄paging┄┄,┄┄┄┄┄┄memory┄usage┄┄┄┄┄,┄┄┄system┄┄,┄┄┄procs┄┄┄,┄┄┄load┄avg┄┄┄,┄┄┄┄┄system┄┄┄┄,node29-002.cm.cluster,13-04-2023,13:37:13
l:1,usr,sys,idl,wai,stl,read,writ,recv,send,in,out,used,free,cach,avai,int,csw,run,blk,new,1m,5m,15m,time,node29-002.cm.cluster,13-04-2023,13:37:13
l:2,37,8,55,0,0,549000,838000,0,0,1256,7952,2366000000,117000000000,6388000000,123000000000,4605,4179,0,0,3,14,19,20,Apr-13,13:37:13,node29-002.cm.cluster,13-04-2023,13:37:13
l:3,0,0,100,0,0,0,557000,115000,77376,0,0,2367000000,117000000000,6389000000,123000000000,287,314,0,0,3,14,19,20,Apr-13,13:37:14,node29-002.cm.cluster,13-04-2023,13:37:14
l:4,0,0,100,0,0,0,0,92000,22080,0,0,2367000000,117000000000,6389000000,123000000000,241,199,0,0,3,14,19,20,Apr-13,13:37:15,node29-002.cm.cluster,13-04-2023,13:37:15
l:5,0,0,100,0,0,0,0,113000,22080,0,0,2367000000,117000000000,6389000000,123000000000,256,216,0,0,0,13,18,19,Apr-13,13:37:16,node29-002.cm.cluster,13-04-2023,13:37:16
l:6,0,0,100,0,0,0,0,111000,22080,0,0,2367000000,117000000000,6389000000,123000000000,387,340,0,0,3,13,18,19,Apr-13,13:37:17,node29-002.cm.cluster,13-04-2023,13:37:17
l:7,0,0,100,0,0,0,0,72000,22080,0,0,2367000000,117000000000,6389000000,123000000000,218,202,0,0,3,13,18,19,Apr-13,13:37:18,node29-002.cm.cluster,13-04-2023,13:37:18
l:8,0,0,100,0,0,0,0,103000,22080,0,0,2367000000,117000000000,6389000000,123000000000,258,231,0,0,3,13,18,19,Apr-13,13:37:19,node29-002.cm.cluster,13-04-2023,13:37:19
l:9,0,0,100,0,0,0,0,91000,22080,0,0,2367000000,117000000000,6389000000,123000000000,227,214,0,0,3,13,18,19,Apr-13,13:37:20,node29-002.cm.cluster,13-04-2023,13:37:20
l:10,0,0,100,0,0,0,98000,72000,22080,0,0,2367000000,117000000000,6389000000,123000000000,274,278,0,0,0,12,18,19,Apr-13,13:37:21,node29-002.cm.cluster,13-04-2023,13:37:21
l:11,0,0,100,0,0,0,66000,105000,22080,0,0,2367000000,117000000000,6389000000,123000000000,252,216,0,0,3,12,18,19,Apr-13,13:37:22,node29-002.cm.cluster,13-04-2023,13:37:22
l:12,0,0,100,0,0,0,0,81000,22080,0,0,2367000000,117000000000,6389000000,123000000000,220,200,0,0,3,12,18,19,Apr-13,13:37:23,node29-002.cm.cluster,13-04-2023,13:37:23
l:13,0,0,100,0,0,0,0,110000,22080,0,0,2367000000,117000000000,6389000000,123000000000,265,220,0,0,3,12,18,19,Apr-13,13:37:24,node29-002.cm.cluster,13-04-2023,13:37:24
l:14,0,0,100,0,0,0,623000,115000,30528,0,0,2367000000,117000000000,6389000000,123000000000,356,323,0,0,3,12,18,19,Apr-13,13:37:25,node29-002.cm.cluster,13-04-2023,13:37:25
l:15,0,0,100,0,0,0,0,100000,22080,0,0,2367000000,117000000000,6389000000,123000000000,218,200,0,0,0,11,18,19,Apr-13,13:37:26,node29-002.cm.cluster,13-04-2023,13:37:26
l:16,0,0,100,0,0,0,688000,133000,22080,0,0,2367000000,117000000000,6389000000,123000000000,364,275,0,0,3,11,18,19,Apr-13,13:37:27,node29-002.cm.cluster,13-04-2023,13:37:27
