l:0,┄┄total┄cpu┄usage┄┄,┄dsk/total┄,┄net/total┄,┄┄┄paging┄┄,┄┄┄┄┄┄memory┄usage┄┄┄┄┄,┄┄┄system┄┄,┄┄┄procs┄┄┄,┄┄┄load┄avg┄┄┄,┄┄┄┄┄system┄┄┄┄,node29-003.cm.cluster,13-04-2023,13:37:13
l:1,usr,sys,idl,wai,stl,read,writ,recv,send,in,out,used,free,cach,avai,int,csw,run,blk,new,1m,5m,15m,time,node29-003.cm.cluster,13-04-2023,13:37:13
l:2,37,8,55,0,0,2684000,661000,0,0,1408,8104,2367000000,119000000000,4285000000,123000000000,4711,12000,0,0,2,14,19,20,Apr-13,13:37:13,0,13-04-2023,13:37:13
l:3,0,0,100,0,0,0,0,111000,77376,0,0,2368000000,119000000000,4285000000,123000000000,327,376,0,0,3,14,19,20,Apr-13,13:37:14,0,13-04-2023,13:37:14
l:4,0,0,100,0,0,0,0,82000,22080,0,0,2368000000,119000000000,4285000000,123000000000,196,178,0,0,0,14,19,20,Apr-13,13:37:15,0,13-04-2023,13:37:15
l:5,0,0,100,0,0,0,90000,141000,22080,0,0,2368000000,119000000000,4285000000,123000000000,328,286,0,0,4,14,19,20,Apr-13,13:37:16,0,13-04-2023,13:37:16
l:6,0,0,100,0,0,0,0,78000,22080,0,0,2368000000,119000000000,4285000000,123000000000,222,194,0,0,3,13,18,19,Apr-13,13:37:17,0,13-04-2023,13:37:17
l:7,0,0,100,0,0,0,0,77000,22080,0,0,2368000000,119000000000,4285000000,123000000000,260,286,0,0,3,13,18,19,Apr-13,13:37:18,0,13-04-2023,13:37:18
l:8,0,0,100,0,0,0,0,117000,22080,0,0,2368000000,119000000000,4285000000,123000000000,272,232,0,0,3,13,18,19,Apr-13,13:37:19,0,13-04-2023,13:37:19
l:9,0,1,99,0,0,0,0,77000,190000,0,0,2367000000,119000000000,4285000000,123000000000,2476,4647,0,0,0,13,18,19,Apr-13,13:37:20,0,13-04-2023,13:37:20
l:10,0,0,100,0,0,0,0,81000,22080,0,0,2366000000,119000000000,4285000000,123000000000,956,2655,0,0,3,13,18,19,Apr-13,13:37:21,0,13-04-2023,13:37:21
l:11,0,0,100,0,0,0,0,119000,22080,0,0,2366000000,119000000000,4285000000,123000000000,312,377,0,0,3,12,18,19,Apr-13,13:37:22,0,13-04-2023,13:37:22
l:12,0,0,100,0,0,0,66000,67000,22080,0,0,2366000000,119000000000,4285000000,123000000000,207,203,0,0,3,12,18,19,Apr-13,13:37:23,0,13-04-2023,13:37:23
l:13,0,0,100,0,0,0,0,100000,22080,0,0,2366000000,119000000000,4285000000,123000000000,243,219,0,0,3,12,18,19,Apr-13,13:37:24,0,13-04-2023,13:37:24
l:14,0,0,100,0,0,0,0,133000,22080,0,0,2366000000,119000000000,4285000000,123000000000,278,235,0,0,0,12,18,19,Apr-13,13:37:25,0,13-04-2023,13:37:25
l:15,0,0,100,0,0,0,0,95000,22080,0,0,2366000000,119000000000,4285000000,123000000000,268,289,0,0,3,12,18,19,Apr-13,13:37:26,0,13-04-2023,13:37:26
l:16,0,0,100,0,0,0,0,124000,22080,0,0,2366000000,119000000000,4285000000,123000000000,282,237,0,0,3,11,18,19,Apr-13,13:37:27,0,13-04-2023,13:37:27
l:17,0,0,100,0,0,0,3863000,133000,22080,0,0,2366000000,119000000000,4285000000,123000000000,347,321,0,0,3,11,18,19,Apr-13,13:37:28,0,13-04-2023,13:37:28
l:18,0,0,100,0,0,0,0,105000,22080,0,0,2366000000,119000000000,4285000000,123000000000,289,275,0,0,3,11,18,19,Apr-13,13:37:29,0,13-04-2023,13:37:29
l:19,0,0,100,0,0,0,0,164000,36000,0,0,2366000000,119000000000,4285000000,123000000000,388,471,0,0,3,11,18,19,Apr-13,13:37:30,0,13-04-2023,13:37:30
l:20,0,0,100,0,0,0,0,119000,22080,0,0,2366000000,119000000000,4285000000,123000000000,288,267,0,0,3,11,18,19,Apr-13,13:37:31,0,13-04-2023,13:37:31
l:21,0,0,100,0,0,0,442000,137000,22080,0,0,2366000000,119000000000,4285000000,123000000000,307,306,0,0,3,10,17,19,Apr-13,13:37:32,0,13-04-2023,13:37:32
l:22,0,0,99,0,0,0,98000,449000,69000,0,0,2366000000,119000000000,4285000000,123000000000,1388,1787,0,0,18,10,17,19,Apr-13,13:37:33,0,13-04-2023,13:37:33
l:23,0,0,100,0,0,0,0,84000,22080,0,0,2366000000,119000000000,4285000000,123000000000,258,338,0,0,3,10,17,19,Apr-13,13:37:34,0,13-04-2023,13:37:34
l:24,0,0,100,0,0,0,0,157000,30528,0,0,2366000000,119000000000,4285000000,123000000000,345,317,0,0,0,10,17,19,Apr-13,13:37:35,0,13-04-2023,13:37:35
l:25,0,0,100,0,0,0,0,121000,22080,0,0,2366000000,119000000000,4285000000,123000000000,266,261,0,0,3,10,17,19,Apr-13,13:37:36,0,13-04-2023,13:37:36
