l:0,┄┄total┄cpu┄usage┄┄,┄dsk/total┄,┄┄net/eno1┄,┄┄net/ib0┄┄,┄┄┄paging┄┄,┄┄┄┄┄┄memory┄usage┄┄┄┄┄,┄┄┄system┄┄,┄┄┄procs┄┄┄,┄┄┄load┄avg┄┄┄,┄┄┄┄┄system┄┄┄┄,node34-014.cm.cluster,09-04-2023,02:36:50
l:1,usr,sys,idl,wai,stl,read,writ,recv,send,recv,send,in,out,used,free,cach,avai,int,csw,run,blk,new,1m,5m,15m,time,node34-014.cm.cluster,09-04-2023,02:36:50
l:2,39,1,61,0,0,911000,1125000,0,0,0,0,0,0,2417000000,119000000000,4620000000,123000000000,4605,609,0,0,2.5,0.01,0.05,0.05,Apr-09,02:36:50,node34-014.cm.cluster,09-04-2023,02:36:50
l:3,0,0,100,0,0,0,0,131000,10000,0,0,0,0,2417000000,119000000000,4620000000,123000000000,306,285,0,0,0,0.01,0.05,0.05,Apr-09,02:36:51,node34-014.cm.cluster,09-04-2023,02:36:51
l:4,0,0,100,0,0,0,0,112000,22976,0,0,0,0,2417000000,119000000000,4620000000,123000000000,255,230,0,0,3.0,0.01,0.05,0.05,Apr-09,02:36:52,node34-014.cm.cluster,09-04-2023,02:36:52
l:5,0,0,100,0,0,0,0,90000,22976,0,0,0,0,2417000000,119000000000,4620000000,123000000000,203,167,0,0,3.0,0.01,0.05,0.05,Apr-09,02:36:53,node34-014.cm.cluster,09-04-2023,02:36:53
l:6,0,0,100,0,0,0,0,123000,22976,0,0,0,0,2417000000,119000000000,4620000000,123000000000,261,210,0,0,3.0,0.01,0.05,0.05,Apr-09,02:36:54,node34-014.cm.cluster,09-04-2023,02:36:54
l:7,0,0,100,0,0,0,0,114000,22976,0,0,0,0,2417000000,119000000000,4620000000,123000000000,295,295,0,0,3.0,0.01,0.05,0.05,Apr-09,02:36:55,node34-014.cm.cluster,09-04-2023,02:36:55
l:8,0,0,100,0,0,0,98000,65000,22976,0,0,0,0,2417000000,119000000000,4620000000,123000000000,129,118,0,0,0,0.01,0.05,0.05,Apr-09,02:36:56,node34-014.cm.cluster,09-04-2023,02:36:56
l:9,0,0,100,0,0,0,1114000,98000,22976,0,0,0,0,2417000000,119000000000,4620000000,123000000000,244,227,0,0,3.0,0.01,0.05,0.05,Apr-09,02:36:57,node34-014.cm.cluster,09-04-2023,02:36:57
l:10,0,0,100,0,0,0,0,129000,31424,0,0,0,0,2417000000,119000000000,4620000000,123000000000,273,236,0,0,3.0,0,0.05,0.05,Apr-09,02:36:58,node34-014.cm.cluster,09-04-2023,02:36:58
l:11,0,0,100,0,0,0,0,77000,38592,0,0,0,0,2417000000,119000000000,4620000000,123000000000,265,288,0,0,3.0,0,0.05,0.05,Apr-09,02:36:59,node34-014.cm.cluster,09-04-2023,02:36:59
l:12,0,0,100,0,0,0,0,102000,22976,0,0,0,0,2417000000,119000000000,4620000000,123000000000,239,209,0,0,3.0,0,0.05,0.05,Apr-09,02:37:00,node34-014.cm.cluster,09-04-2023,02:37:00
l:13,0,0,100,0,0,0,0,142000,22976,0,0,0,0,2417000000,119000000000,4620000000,123000000000,286,242,0,0,0,0,0.05,0.05,Apr-09,02:37:01,node34-014.cm.cluster,09-04-2023,02:37:01
l:14,0,0,100,0,0,0,0,100000,22976,20992,0,0,0,2417000000,119000000000,4620000000,123000000000,254,226,0,0,3.0,0,0.05,0.05,Apr-09,02:37:02,node34-014.cm.cluster,09-04-2023,02:37:02
l:15,0,0,100,0,0,0,0,103000,48192,0,0,0,0,2417000000,119000000000,4620000000,123000000000,259,266,0,0,3.0,0,0.05,0.05,Apr-09,02:37:03,node34-014.cm.cluster,09-04-2023,02:37:03
l:16,0,0,100,0,0,0,0,121000,22976,0,0,0,0,2417000000,119000000000,4620000000,123000000000,259,228,0,0,3.0,0,0.05,0.05,Apr-09,02:37:04,node34-014.cm.cluster,09-04-2023,02:37:04
l:17,0,0,100,0,0,0,0,109000,22976,0,0,0,0,2417000000,119000000000,4620000000,123000000000,257,242,0,0,3.0,0,0.05,0.05,Apr-09,02:37:05,node34-014.cm.cluster,09-04-2023,02:37:05
l:18,0,0,100,0,0,0,0,128000,22976,0,0,0,0,2417000000,119000000000,4620000000,123000000000,238,220,0,0,0,0,0.05,0.05,Apr-09,02:37:06,node34-014.cm.cluster,09-04-2023,02:37:06
l:19,0,0,100,0,0,0,0,95000,22976,0,0,0,0,2417000000,119000000000,4620000000,123000000000,255,278,0,0,3.0,0,0.05,0.05,Apr-09,02:37:07,node34-014.cm.cluster,09-04-2023,02:37:07
l:20,0,0,100,0,0,0,0,137000,22976,0,0,0,0,2417000000,119000000000,4620000000,123000000000,285,246,0,0,3.0,0,0.05,0.05,Apr-09,02:37:08,node34-014.cm.cluster,09-04-2023,02:37:08
l:21,0,0,100,0,0,0,0,107000,22976,0,0,0,0,2417000000,119000000000,4620000000,123000000000,249,218,0,0,3.0,0,0.05,0.05,Apr-09,02:37:09,node34-014.cm.cluster,09-04-2023,02:37:09
l:22,0,1,90,8,0,0,0,98000000,1921000,0,0,0,0,2446000000,118000000000,4630000000,123000000000,6427,11000,1.0,0,35,0,0.05,0.05,Apr-09,02:37:10,node34-014.cm.cluster,09-04-2023,02:37:10
l:23,8,24,63,5,0,0,0,68000000,2469000,0,0,0,0,19200000000.0,96800000000.0,9651000000,106000000000,26000,34000,17,0,34,0,0.05,0.05,Apr-09,02:37:11,node34-014.cm.cluster,09-04-2023,02:37:11
